mean_median
86.17934782608695
73.8555303030303
53.0687875751503
61.01822795823665
62.833277131456185
62.702611994089445
47.46478280436161
44.853749794770756
61.535779174641846
67.43223815803935
73.25358268144285
67.22996403446368
79.1528315273478
84.86463500175361
66.33017087477684
90.40995414800597
109.18477092099111
82.023907479563
69.18860678925034
27.34008620689655
